id,name,brand,categories,primaryCategories,reviews.doRecommend,reviews.rating,reviews.text,reviews.title
29,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,"OnePlus Nord Buds 3r TWS Earbuds Review (After 1 Week of Use)I’ve been using the OnePlus Nord Buds 3r for about a week now, and I’m really happy with how they’ve performed so far. For the price, these earbuds offer great value and deliver a smooth overall experience.Design and ComfortThe design of the Nord Buds 3r is clean, minimal, and stylish. I have the black version, and the matte finish gives it a premium look. The charging case is compact and fits easily in my pocket. The earbuds themselves are lightweight and sit comfortably in the ears. I’ve used them for long sessions—both while listening to music and watching videos—and I haven’t felt any discomfort or pain. The ear tips fit snugly and help with passive noise isolation, which is great when using them in public or noisy environments.Sound QualityThe sound quality is surprisingly good for a budget TWS. The bass is punchy, which makes songs sound lively, but it doesn’t overpower the vocals or instruments. Mids and highs are also clear and detailed. Whether I’m listening to music, podcasts, or watching YouTube, the sound is enjoyable. Of course, it’s not at the level of premium earbuds, but for daily use, it’s more than enough. You also get some EQ options through the HeyMelody app, which lets you tweak the sound slightly based on your preference.Battery LifeBattery life is one of the strong points of these earbuds. I’ve used them for around 7 to 8 hours on a single charge, and the charging case adds more than 20 extra hours. That’s more than enough for my daily use. The fast charging is also super helpful—a quick 10-minute charge gives me about 2 hours of playback, which is great when I’m in a rush.ConnectivityPairing the Nord Buds 3r with my phone was simple and fast. They use Bluetooth 5.3, which provides a stable connection. I haven’t had any dropouts or lag while watching videos or during voice calls. The auto-connect feature works well too—just open the case and they connect to the last paired device quickly.Calls and Noise IsolationWhile these earbuds don’t have active noise cancellation (ANC), the in-ear design helps block out some outside noise naturally. I’ve taken a few calls using them, and the microphone quality is decent. People on the other end said they could hear me clearly, even when I was walking outside.Water ResistanceThese earbuds come with an IPX4 rating, which means they can handle sweat and light splashes. I’ve used them during a light workout, and they performed without any issues.Final ThoughtsAfter using the OnePlus Nord Buds 3r for a week, I can say they’re a great option in the budget segment. They’re comfortable, sound good, last long, and are easy to use. If you’re looking for affordable wireless earbuds for music, calls, and daily use, these are definitely worth considering. They may not have high-end features, but they get the basics right—and that’s what matters most.","4.0 out of 5 stars
Affordable buds at this price"
30,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,5.0,A good budget tws. Works smoothly. The case looks stylish. The touch controls work great and is better than others in the some price range that i have tried.It lasted me around a year of average use then one of the buds stopped working which is expected of the products in the price range,"4.0 out of 5 stars
For the price it has good sound and battery life"
31,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.2,"Nice product sound quality superb.. ❤️‍🔥. Fitting comlaritevely just ok. Nord 2r best fit in ear, also small size so it fits well unfortunately its not provide dual pairing.if u consider dual connectivity go for it 👍🏻. Features are good go back, forward also yoy can control volume. Just bought today ago battery life and value for money i will update it later see u later😌","4.0 out of 5 stars
Can i buy this, is it worth?"
32,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Good product but sound is low,"4.0 out of 5 stars
Good"
33,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,It is good product battery up it is good it is stone brand comfortable to fit ear,"4.0 out of 5 stars
Amazon"
34,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Sometimes connectivity issue happened 4-5 time in past 4-5 months but audio quality is really good,"4.0 out of 5 stars
Connectivity issue sometimes"
35,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Very nice product,"4.0 out of 5 stars
👍👍"
36,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Product is good. In traffic or outdoor the voice is not properly going to another person during the call.,"4.0 out of 5 stars
Average product"
37,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,good,"4.0 out of 5 stars
good"
38,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,It is a very good buyUnlike other earpods these pods connect instantly with the phone and sound quality for normal phone use is excellentBattery life is extremely good and definitely worth the money,"4.0 out of 5 stars
An ear pod worth the money"
39,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,"The media could not be loaded.
                



Pros-1. Build quality- 5/5. Sturdy, IP55, case is solid, magnet is solid, hinge is good. Small earbuds. Matte color is good. Minimalist vibes.2. Sound quality- 4/5 but it's mostly base heavy, pretty neat customisation is reqd from both HeyMelody & phone's audio settings.Bass- 6/5 not much is reqd. Mids-3.5/5, misses some. Treble Highs- 4/5, okay when tuned properly.3. Music- 3.9/5, Videos n Movies- 4/5, Calls-3.9/5.4. Calls are okay with 4 mics.5. Easy to wear for long hours.6. Simple, nice n easy app for customisation. Volume control, Track change etc. No nonsense there.Cons-1. Bass heavy, love balanced? Check other options.2. No Spatial Audio, No AI translate with other phones. Only OnePlus phones reqd.Overall- 3.9/5 for the launch price.","4.0 out of 5 stars
Pretty buy for long hours use."
40,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Good quality supar..,"4.0 out of 5 stars
Nice product and good delivery...."
41,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.2,"Nice product sound quality superb.. ❤️‍🔥. Fitting comlaritevely just ok. Nord 2r best fit in ear, also small size so it fits well unfortunately its not provide dual pairing.if u consider dual connectivity go for it 👍🏻. Features are good go back, forward also yoy can control volume. Just bought today ago battery life and value for money i will update it later see u later😌","4.0 out of 5 stars
Can i buy this, is it worth?"
42,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Good product but sound is low,"4.0 out of 5 stars
Good"
43,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,It is good product battery up it is good it is stone brand comfortable to fit ear,"4.0 out of 5 stars
Amazon"
44,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Sometimes connectivity issue happened 4-5 time in past 4-5 months but audio quality is really good,"4.0 out of 5 stars
Connectivity issue sometimes"
45,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Very nice product,"4.0 out of 5 stars
👍👍"
46,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Product is good. In traffic or outdoor the voice is not properly going to another person during the call.,"4.0 out of 5 stars
Average product"
47,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,good,"4.0 out of 5 stars
good"
48,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,It is a very good buyUnlike other earpods these pods connect instantly with the phone and sound quality for normal phone use is excellentBattery life is extremely good and definitely worth the money,"4.0 out of 5 stars
An ear pod worth the money"
49,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


Pros-1. Build quality- 5/5. Sturdy, IP55, case is solid, magnet is solid, hinge is good. Small earbuds. Matte color is good. Minimalist vibes.2. Sound quality- 4/5 but it's mostly base heavy, pretty neat customisation is reqd from both HeyMelody & phone's audio settings.Bass- 6/5 not much is reqd. Mids-3.5/5, misses some. Treble Highs- 4/5, okay when tuned properly.3. Music- 3.9/5, Videos n Movies- 4/5, Calls-3.9/5.4. Calls are okay with 4 mics.5. Easy to wear for long hours.6. Simple, nice n easy app for customisation. Volume control, Track change etc. No nonsense there.Cons-1. Bass heavy, love balanced? Check other options.2. No Spatial Audio, No AI translate with other phones. Only OnePlus phones reqd.Overall- 3.9/5 for the launch price.","4.0 out of 5 stars
Pretty buy for long hours use."
50,OnePlus Wireless Earbuds Drivers Playback,Amazon,Product,Product,True,4.0,Good quality supar..,"4.0 out of 5 stars
Nice product and good delivery...."
